topic,payload_raw,t_server_utc,gx,gy,gz,t_device_ms,_id,source
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2585507}",2025-09-02 07:06:52.825572+00:00,0.1831,0.0,-0.4883,2585507,68b6978c125e75235a2435e4,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2586507}",2025-09-02 07:06:53.849229+00:00,0.1831,0.0,-0.4883,2586507,68b6978d125e75235a2435e5,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2591507}",2025-09-02 07:06:58.995972+00:00,0.2441,0.061,-0.4883,2591507,68b69792125e75235a2435e7,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2595507}",2025-09-02 07:07:03.112260+00:00,0.2441,0.0,-0.4883,2595507,68b69797125e75235a2435e9,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2596507}",2025-09-02 07:07:06.032791+00:00,0.1831,0.0,-0.5493,2596507,68b6979a125e75235a2435ea,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2597507}",2025-09-02 07:07:06.144607+00:00,0.1831,0.0,-0.5493,2597507,68b6979a125e75235a2435eb,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2598507}",2025-09-02 07:07:06.252846+00:00,0.2441,0.0,-0.4883,2598507,68b6979a125e75235a2435ec,tinydb
sit225/gyroscope,"{""gx"":0.0610,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2602507}",2025-09-02 07:07:09.822678+00:00,0.061,0.061,-0.4883,2602507,68b6979d125e75235a2435ef,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2603507}",2025-09-02 07:07:10.846792+00:00,0.1831,0.0,-0.4883,2603507,68b6979e125e75235a2435f0,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2606507}",2025-09-02 07:07:13.822982+00:00,0.1831,0.0,-0.5493,2606507,68b697a1125e75235a2435f1,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2607507}",2025-09-02 07:07:14.838967+00:00,0.1831,0.061,-0.4883,2607507,68b697a2125e75235a2435f2,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2610507}",2025-09-02 07:07:17.807496+00:00,0.1831,0.061,-0.4883,2610507,68b697a5125e75235a2435f5,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2611507}",2025-09-02 07:07:18.834409+00:00,0.1831,0.061,-0.4883,2611507,68b697a6125e75235a2435f6,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4272,""t_device_ms"":2614507}",2025-09-02 07:07:21.905606+00:00,0.1831,0.061,-0.4272,2614507,68b697a9125e75235a2435f7,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2615507}",2025-09-02 07:07:22.930428+00:00,0.2441,0.0,-0.4883,2615507,68b697aa125e75235a2435f8,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2619507}",2025-09-02 07:07:26.746724+00:00,0.1831,0.0,-0.5493,2619507,68b697ae125e75235a2435fa,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2621507}",2025-09-02 07:07:28.870156+00:00,0.2441,0.0,-0.5493,2621507,68b697b0125e75235a2435fc,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2625507}",2025-09-02 07:07:32.966460+00:00,0.2441,0.0,-0.4883,2625507,68b697b4125e75235a2435fe,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2627507}",2025-09-02 07:07:34.807379+00:00,0.1831,0.061,-0.5493,2627507,68b697b6125e75235a2435ff,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2629507}",2025-09-02 07:07:36.758516+00:00,0.1831,0.0,-0.4883,2629507,68b697b8125e75235a243601,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2633507}",2025-09-02 07:07:40.850825+00:00,0.2441,0.0,-0.4883,2633507,68b697bc125e75235a243603,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2635507}",2025-09-02 07:07:42.687471+00:00,0.2441,0.0,-0.4883,2635507,68b697be125e75235a243604,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2637507}",2025-09-02 07:07:44.738860+00:00,0.2441,0.0,-0.4883,2637507,68b697c0125e75235a243606,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2641507}",2025-09-02 07:07:48.837476+00:00,0.2441,0.0,-0.4883,2641507,68b697c4125e75235a243608,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2642507}",2025-09-02 07:07:49.653040+00:00,0.1831,0.061,-0.5493,2642507,68b697c5125e75235a243609,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2643507}",2025-09-02 07:07:50.684023+00:00,0.1831,0.0,-0.4883,2643507,68b697c6125e75235a24360a,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2645507}",2025-09-02 07:07:52.821416+00:00,0.2441,0.0,-0.4883,2645507,68b697c8125e75235a24360c,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2649507}",2025-09-02 07:07:56.823221+00:00,0.2441,0.061,-0.5493,2649507,68b697cc125e75235a24360e,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2650507}",2025-09-02 07:07:57.846373+00:00,0.2441,0.0,-0.5493,2650507,68b697cd125e75235a24360f,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2653507}",2025-09-02 07:08:00.704547+00:00,0.2441,0.061,-0.4883,2653507,68b697d0125e75235a243610,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2654507}",2025-09-02 07:08:01.739000+00:00,0.1831,0.0,-0.4883,2654507,68b697d1125e75235a243611,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2657507}",2025-09-02 07:08:04.810792+00:00,0.2441,0.061,-0.4883,2657507,68b697d4125e75235a243613,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2658507}",2025-09-02 07:08:05.837895+00:00,0.2441,0.0,-0.5493,2658507,68b697d5125e75235a243614,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2660507}",2025-09-02 07:08:08.201150+00:00,0.1831,0.0,-0.5493,2660507,68b697d8125e75235a243616,tinydb
sit225/gyroscope,"{""gx"":0.3052,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2661507}",2025-09-02 07:08:08.500768+00:00,0.3052,0.0,-0.5493,2661507,68b697d8125e75235a243617,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2662507}",2025-09-02 07:08:09.792279+00:00,0.1831,0.061,-0.5493,2662507,68b697d9125e75235a243618,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2664507}",2025-09-02 07:08:11.776437+00:00,0.1831,0.0,-0.5493,2664507,68b697db125e75235a24361a,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2666507}",2025-09-02 07:08:13.924435+00:00,0.2441,0.0,-0.5493,2666507,68b697dd125e75235a24361b,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2670507}",2025-09-02 07:08:17.728999+00:00,0.1831,0.0,-0.4883,2670507,68b697e1125e75235a24361d,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2674507}",2025-09-02 07:08:21.911810+00:00,0.2441,0.061,-0.4883,2674507,68b697e5125e75235a24361f,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2676507}",2025-09-02 07:08:23.752765+00:00,0.2441,0.0,-0.4883,2676507,68b697e7125e75235a243621,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2677507}",2025-09-02 07:08:24.781209+00:00,0.2441,0.0,-0.4883,2677507,68b697e8125e75235a243622,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2678507}",2025-09-02 07:08:25.802565+00:00,0.1831,0.0,-0.4883,2678507,68b697e9125e75235a243623,tinydb
sit225/gyroscope,"{""gx"":0.3052,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2680507}",2025-09-02 07:08:27.749827+00:00,0.3052,0.0,-0.4883,2680507,68b697eb125e75235a243625,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2682507}",2025-09-02 07:08:29.795727+00:00,0.1831,0.061,-0.5493,2682507,68b697ed125e75235a243626,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2684507}",2025-09-02 07:08:31.847788+00:00,0.1831,0.0,-0.4883,2684507,68b697ef125e75235a243628,tinydb
sit225/gyroscope,"{""gx"":0.3052,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2685507}",2025-09-02 07:08:32.975724+00:00,0.3052,0.061,-0.4883,2685507,68b697f0125e75235a243629,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2686507}",2025-09-02 07:08:33.688133+00:00,0.1831,0.0,-0.4883,2686507,68b697f1125e75235a24362a,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2690507}",2025-09-02 07:08:37.887052+00:00,0.2441,0.0,-0.5493,2690507,68b697f5125e75235a24362c,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2692507}",2025-09-02 07:08:39.934483+00:00,0.1831,0.0,-0.4883,2692507,68b697f7125e75235a24362e,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2694507}",2025-09-02 07:08:41.878419+00:00,0.1831,0.0,-0.5493,2694507,68b697f9125e75235a24362f,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2700507}",2025-09-02 07:08:47.817863+00:00,0.1831,0.0,-0.5493,2700507,68b697ff125e75235a243632,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2702507}",2025-09-02 07:08:49.658583+00:00,0.1831,0.0,-0.4883,2702507,68b69801125e75235a243633,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2704507}",2025-09-02 07:08:51.710384+00:00,0.1831,0.061,-0.4883,2704507,68b69803125e75235a243635,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2705507}",2025-09-02 07:08:52.836249+00:00,0.2441,0.0,-0.5493,2705507,68b69804125e75235a243636,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2708507}",2025-09-02 07:08:55.820344+00:00,0.2441,0.061,-0.5493,2708507,68b69807125e75235a243637,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2709507}",2025-09-02 07:08:56.932863+00:00,0.1831,0.0,-0.4883,2709507,68b69808125e75235a243638,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2711507}",2025-09-02 07:08:58.774782+00:00,0.1831,0.0,-0.4883,2711507,68b6980a125e75235a24363a,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2715507}",2025-09-02 07:09:02.770314+00:00,0.1831,0.0,-0.4883,2715507,68b6980e125e75235a24363c,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2716507}",2025-09-02 07:09:03.793428+00:00,0.1831,0.0,-0.4883,2716507,68b6980f125e75235a24363d,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2718507}",2025-09-02 07:09:05.942955+00:00,0.1831,0.0,-0.4883,2718507,68b69811125e75235a24363f,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2719507}",2025-09-02 07:09:06.968628+00:00,0.1831,0.061,-0.4883,2719507,68b69812125e75235a243640,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2723507}",2025-09-02 07:09:10.854676+00:00,0.2441,0.0,-0.5493,2723507,68b69816125e75235a243642,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2724507}",2025-09-02 07:09:11.801759+00:00,0.1831,0.0,-0.4883,2724507,68b69817125e75235a243643,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2726507}",2025-09-02 07:09:13.930629+00:00,0.2441,0.0,-0.4883,2726507,68b69819125e75235a243645,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2727507}",2025-09-02 07:09:14.851831+00:00,0.2441,0.0,-0.4883,2727507,68b6981a125e75235a243646,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2730507}",2025-09-02 07:09:17.719595+00:00,0.1831,0.0,-0.5493,2730507,68b6981d125e75235a243649,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2731507}",2025-09-02 07:09:18.844187+00:00,0.2441,0.061,-0.5493,2731507,68b6981e125e75235a24364a,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2734507}",2025-09-02 07:09:21.819755+00:00,0.2441,0.061,-0.4883,2734507,68b69821125e75235a24364b,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2735507}",2025-09-02 07:09:22.839766+00:00,0.1831,0.0,-0.4883,2735507,68b69822125e75235a24364c,tinydb
sit225/gyroscope,"{""gx"":0.1221,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2739507}",2025-09-02 07:09:26.734865+00:00,0.1221,0.0,-0.5493,2739507,68b69826125e75235a24364e,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2741507}",2025-09-02 07:09:28.797660+00:00,0.2441,0.0,-0.4883,2741507,68b69828125e75235a243650,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.1221,""gz"":-0.4883,""t_device_ms"":2742507}",2025-09-02 07:09:29.798620+00:00,0.1831,0.1221,-0.4883,2742507,68b69829125e75235a243651,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2745507}",2025-09-02 07:09:32.773013+00:00,0.1831,0.061,-0.5493,2745507,68b6982c125e75235a243652,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2746507}",2025-09-02 07:09:33.694625+00:00,0.1831,0.061,-0.4883,2746507,68b6982d125e75235a243653,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2750507}",2025-09-02 07:09:37.843438+00:00,0.1831,0.0,-0.5493,2750507,68b69831125e75235a243655,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2752507}",2025-09-02 07:09:39.853405+00:00,0.2441,0.061,-0.5493,2752507,68b69833125e75235a243657,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2757507}",2025-09-02 07:09:44.853882+00:00,0.1831,0.0,-0.4883,2757507,68b69838125e75235a24365a,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2759507}",2025-09-02 07:09:46.803409+00:00,0.2441,0.0,-0.5493,2759507,68b6983a125e75235a24365c,tinydb
sit225/gyroscope,"{""gx"":0.1221,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2764507}",2025-09-02 07:09:51.815476+00:00,0.1221,0.0,-0.5493,2764507,68b6983f125e75235a24365f,tinydb
sit225/gyroscope,"{""gx"":0.1221,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2766507}",2025-09-02 07:09:53.769047+00:00,0.1221,0.061,-0.5493,2766507,68b69841125e75235a243660,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2767507}",2025-09-02 07:09:54.790455+00:00,0.2441,0.0,-0.5493,2767507,68b69842125e75235a243661,tinydb
sit225/gyroscope,"{""gx"":0.1221,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2771507}",2025-09-02 07:09:58.686432+00:00,0.1221,0.061,-0.5493,2771507,68b69846125e75235a243663,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2772507}",2025-09-02 07:09:59.704471+00:00,0.1831,0.0,-0.4883,2772507,68b69847125e75235a243664,tinydb
sit225/gyroscope,"{""gx"":0.1221,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2773507}",2025-09-02 07:10:01.148207+00:00,0.1221,0.061,-0.4883,2773507,68b69849125e75235a243665,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2774507}",2025-09-02 07:10:01.550212+00:00,0.2441,0.061,-0.4883,2774507,68b69849125e75235a243666,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2779507}",2025-09-02 07:10:06.673771+00:00,0.2441,0.0,-0.5493,2779507,68b6984e125e75235a243669,tinydb
sit225/gyroscope,"{""gx"":0.3052,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2780507}",2025-09-02 07:10:07.792145+00:00,0.3052,0.0,-0.4883,2780507,68b6984f125e75235a24366a,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2781507}",2025-09-02 07:10:08.820907+00:00,0.2441,0.0,-0.5493,2781507,68b69850125e75235a24366b,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2782507}",2025-09-02 07:10:09.838926+00:00,0.1831,0.061,-0.4883,2782507,68b69851125e75235a24366c,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2786507}",2025-09-02 07:10:13.835271+00:00,0.1831,0.061,-0.4883,2786507,68b69855125e75235a24366f,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2787507}",2025-09-02 07:10:14.958459+00:00,0.1831,0.061,-0.4883,2787507,68b69856125e75235a243670,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2789507}",2025-09-02 07:10:16.698908+00:00,0.2441,0.0,-0.5493,2789507,68b69858125e75235a243672,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2790507}",2025-09-02 07:10:17.929391+00:00,0.1831,0.0,-0.4883,2790507,68b69859125e75235a243673,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2793508}",2025-09-02 07:10:20.901336+00:00,0.1831,0.061,-0.4883,2793508,68b6985c125e75235a243675,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2794507}",2025-09-02 07:10:21.923813+00:00,0.2441,0.0,-0.4883,2794507,68b6985d125e75235a243676,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2797507}",2025-09-02 07:10:24.791065+00:00,0.1831,0.0,-0.4883,2797507,68b69860125e75235a243677,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2798507}",2025-09-02 07:10:25.918643+00:00,0.1831,0.0,-0.4883,2798507,68b69861125e75235a243679,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2801507}",2025-09-02 07:10:28.830584+00:00,0.1831,0.0,-0.5493,2801507,68b69864125e75235a24367b,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2803507}",2025-09-02 07:10:30.841940+00:00,0.1831,0.0,-0.4883,2803507,68b69866125e75235a24367c,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2805507}",2025-09-02 07:10:32.674511+00:00,0.1831,0.061,-0.4883,2805507,68b69868125e75235a24367d,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2808507}",2025-09-02 07:10:35.747547+00:00,0.1831,0.061,-0.5493,2808507,68b6986b125e75235a24367f,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2810507}",2025-09-02 07:10:37.898542+00:00,0.1831,0.0,-0.4883,2810507,68b6986d125e75235a243680,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2811507}",2025-09-02 07:10:38.924083+00:00,0.1831,0.0,-0.4883,2811507,68b6986e125e75235a243681,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2813507}",2025-09-02 07:10:40.761668+00:00,0.2441,0.061,-0.4883,2813507,68b69870125e75235a243683,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2817507}",2025-09-02 07:10:44.857477+00:00,0.1831,0.061,-0.5493,2817507,68b69874125e75235a243685,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2818507}",2025-09-02 07:10:45.885468+00:00,0.2441,0.0,-0.4883,2818507,68b69875125e75235a243686,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2820507}",2025-09-02 07:10:47.625208+00:00,0.2441,0.0,-0.4883,2820507,68b69877125e75235a243687,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2823507}",2025-09-02 07:10:50.902187+00:00,0.2441,0.0,-0.4883,2823507,68b6987a125e75235a243689,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2828507}",2025-09-02 07:10:55.921516+00:00,0.2441,0.0,-0.4883,2828507,68b6987f125e75235a24368b,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2829507}",2025-09-02 07:10:56.851899+00:00,0.1831,0.0,-0.5493,2829507,68b69880125e75235a24368c,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2830507}",2025-09-02 07:10:57.967157+00:00,0.2441,0.0,-0.4883,2830507,68b69881125e75235a24368d,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2833507}",2025-09-02 07:11:00.836933+00:00,0.1831,0.0,-0.4883,2833507,68b69884125e75235a24368e,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2834507}",2025-09-02 07:11:01.772445+00:00,0.1831,0.061,-0.5493,2834507,68b69885125e75235a24368f,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2837507}",2025-09-02 07:11:04.439850+00:00,0.1831,0.061,-0.4883,2837507,68b69888125e75235a243691,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2838507}",2025-09-02 07:11:05.996427+00:00,0.1831,0.0,-0.4883,2838507,68b69889125e75235a243692,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2840507}",2025-09-02 07:11:07.738729+00:00,0.1831,0.061,-0.4883,2840507,68b6988b125e75235a243693,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2842507}",2025-09-02 07:11:09.883834+00:00,0.1831,0.061,-0.4883,2842507,68b6988d125e75235a243694,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2843507}",2025-09-02 07:11:10.380778+00:00,0.1831,0.0,-0.5493,2843507,68b6988e125e75235a243695,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2844507}",2025-09-02 07:11:11.839265+00:00,0.2441,0.061,-0.4883,2844507,68b6988f125e75235a243696,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2846507}",2025-09-02 07:11:13.840888+00:00,0.1831,0.061,-0.4883,2846507,68b69891125e75235a243697,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2850507}",2025-09-02 07:11:17.779143+00:00,0.1831,0.061,-0.4883,2850507,68b69895125e75235a243699,tinydb
